Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Academic_Stream,Education_Level,Age_Group,Work_Experience_Years,Career_Break,Career_Break_Months,Preferred_Work_Mode,Location_Preference,Family_Support_Score,English_Proficiency,Entrepreneurship_Interest,Risk_Tolerance,Leadership_Readiness,Certifications_Interest,Work_Life_Balance_Priority,Salary_Expectation_Lakh,Industry_Preference,Public_Speaking_Confidence,Conflict_Resolution_Skills,Stress_Management_Skills,Adaptability_Score,Mentoring_Experience,Innovation_Interest,Customer_Focus,Data_Driven_Thinking,Continuous_Learning,Career_Goal_Clarity,Willing_To_Relocate,Prefer_Corporate,Domain_Expertise_Depth,Current_Role_Success,Success_Percentage
Education,Analytical Chemist,4.316011679678327,3,2,2,0,0,1,0,3,1,4,4,2,0,0,Arts,Masters,31-35,14,0,0,Remote,Tier1_City,3,3,1,1,0,2,1,42.49,Education,1,1,4,1,0,5,3,2,3,1,0,1,1,5,54.11
Physics,Art Therapist,3.471286441756192,6,1,0,1,7,0,0,4,1,4,3,1,4,1,Science,Bachelors,31-35,14,0,0,Hybrid,Tier1_City,2,3,3,4,5,2,5,20.47,Healthcare,2,4,3,3,3,5,1,4,1,4,1,0,5,1,58.55
Physics,Musician,2.928799048220838,3,2,4,0,1,1,2,0,0,4,3,0,4,1,Science,Bachelors,31-35,2,1,38,Flexible,Tier1_City,1,3,1,2,5,1,4,5.01,Education,1,4,1,4,1,5,2,2,2,1,1,1,2,3,36.6
Medicine,Entrepreneur,2.680844611179962,1,0,3,1,4,1,1,2,0,0,0,2,0,0,Science,Bachelors,36-40,4,0,0,Flexible,Any,5,1,4,1,0,1,5,40.32,Tech,3,3,5,1,4,3,3,4,4,3,1,0,2,3,34.97
Business,Biochemist,4.584543536565134,7,2,0,0,4,1,4,1,0,3,4,4,0,1,Commerce,PhD,31-35,3,1,17,Remote,Tier3_City,1,5,3,3,5,0,3,33.28,Finance,5,3,2,1,2,3,3,4,1,4,1,1,3,3,57.01
Art,Entrepreneur,3.0928594784487133,8,1,2,1,7,0,2,1,0,2,0,1,2,0,Arts,PhD,36-40,6,0,0,Office,Tier1_City,5,1,4,5,2,3,2,40.69,Tech,3,3,5,5,2,2,5,3,2,5,1,1,2,5,55.61
Marketing,Electrical Engineer,4.644254172160842,3,1,0,1,1,1,2,3,4,4,3,1,0,0,Commerce,High School,25-30,5,0,0,Hybrid,Any,2,2,5,1,1,4,4,19.4,Finance,1,5,4,3,3,1,2,4,5,2,0,0,2,1,56.86
Architecture,Surgeon,4.938480643714279,1,2,4,0,9,1,1,0,0,0,3,0,0,0,Interdisciplinary,Masters,25-30,11,0,0,Hybrid,Tier1_City,3,2,2,3,4,2,2,3.83,Tech,4,2,3,5,3,4,2,4,1,4,0,1,2,1,53.33
Education,Art Director,4.375435889713956,1,0,3,1,5,0,0,2,1,3,3,0,1,0,Arts,PhD,18-24,2,1,10,Office,Tier3_City,4,4,3,1,2,1,5,6.47,Finance,4,3,3,3,5,3,5,4,1,4,0,1,4,2,43.74
Finance,Legal Consultant,3.1168910632818965,6,1,1,1,4,0,4,0,2,3,3,4,4,1,Commerce,Bachelors,18-24,10,0,0,Remote,Tier2_City,3,2,0,5,2,4,5,8.25,Other,4,4,3,5,5,5,1,4,4,3,0,1,3,1,68.38
Music,Legal Secretary,2.917053147293722,0,0,4,0,6,0,4,3,1,1,3,4,4,1,Arts,Masters,18-24,7,1,56,Hybrid,Tier3_City,5,2,5,5,1,4,1,40.84,Healthcare,4,4,5,3,5,4,4,3,4,1,0,1,2,1,59.32
Engineering,Conductor,2.581618257359928,0,2,1,1,0,1,2,3,1,1,0,4,4,0,Science,PhD,18-24,7,1,19,Hybrid,Tier1_City,4,5,1,2,4,4,4,17.17,Other,4,3,4,2,0,2,5,3,4,5,1,0,1,1,66.6
Business,Credit Analyst,4.981691333247512,3,0,2,1,6,1,4,3,1,1,4,4,0,1,Commerce,High School,25-30,13,1,34,Remote,Tier2_City,5,2,0,4,2,3,5,49.9,Manufacturing,2,3,5,1,5,0,3,2,4,5,1,0,1,2,64.04
Business,Composer,4.726030938544065,7,0,2,1,3,0,4,1,3,1,3,0,3,1,Commerce,Masters,18-24,1,0,0,Remote,Tier2_City,5,4,0,1,5,1,3,38.64,Education,2,4,2,1,4,0,4,2,2,3,1,0,1,5,50.8
Music,Physicist,3.5861364254303814,7,2,1,1,8,0,3,2,2,3,0,1,2,1,Arts,Bachelors,18-24,6,1,6,Remote,Tier1_City,4,3,5,1,1,2,3,31.25,Finance,5,5,3,1,0,5,1,2,4,1,0,1,5,5,46.14
Physics,Zoologist,3.629015713324544,2,0,2,0,8,1,2,1,0,3,3,4,1,1,Science,PhD,36-40,13,1,18,Hybrid,Tier1_City,1,1,2,3,4,1,2,49.23,Education,4,1,4,3,3,5,1,5,4,2,1,1,1,5,65.55
Computer Science,Cybersecurity Analyst,2.806457746658028,0,2,3,0,7,1,1,1,3,2,4,4,4,0,Science,PhD,18-24,0,0,0,Remote,Tier3_City,1,1,2,5,3,0,3,17.87,Finance,1,4,5,1,4,3,1,3,3,1,1,1,2,4,50.1
Business,Construction Manager,4.586628894200354,7,0,0,0,5,0,1,2,4,0,4,2,3,0,Commerce,PhD,31-35,1,1,37,Hybrid,Tier2_City,5,1,0,1,0,2,5,10.78,Manufacturing,1,1,5,2,3,2,4,3,4,5,1,0,1,2,56.61
Computer Science,Judge,3.6530824522131646,3,1,2,1,9,0,1,4,3,3,2,0,0,0,Science,Bachelors,18-24,7,1,39,Hybrid,Tier2_City,2,4,5,5,5,1,3,37.65,Healthcare,3,3,5,2,5,2,5,1,2,2,1,0,1,5,53.16
Computer Science,Nurse,4.095323992517207,4,1,4,1,7,0,0,3,1,3,3,4,4,0,Science,Masters,36-40,11,0,0,Flexible,Tier1_City,3,5,0,1,1,2,4,16.07,Healthcare,4,2,5,4,0,4,2,1,2,5,0,1,3,5,63.67
Music,Animator,4.391906865685615,0,1,2,0,1,0,3,4,3,2,0,3,2,1,Arts,Masters,36-40,0,0,0,Hybrid,Tier1_City,1,4,0,2,0,0,2,48.17,Education,1,3,5,1,5,3,5,1,2,4,0,0,5,5,42.58
Law,Curriculum Developer,4.247176840231395,5,1,4,0,3,1,2,0,0,2,4,1,0,1,Arts,Bachelors,31-35,1,0,0,Flexible,Tier3_City,4,1,1,4,3,5,4,49.44,Other,5,3,2,5,0,0,5,2,5,5,1,0,2,1,50.08
Education,Financial Analyst,4.948669533882208,0,0,2,0,6,1,0,4,1,0,1,3,0,0,Arts,Masters,31-35,11,0,0,Remote,Tier3_City,5,4,2,1,2,2,5,46.54,Manufacturing,1,3,3,5,0,2,4,4,5,3,0,1,4,3,62.28
Biology,Architect,3.932554587600484,5,2,4,0,5,1,3,4,2,1,4,3,1,1,Science,High School,18-24,0,0,0,Office,Tier3_City,3,4,3,5,2,5,5,47.4,Education,5,4,5,5,1,5,3,5,3,4,0,1,2,3,47.56
Art,Risk Analyst,4.007306671599531,2,0,3,1,7,1,4,2,1,0,4,1,4,0,Arts,Masters,40+,4,0,0,Remote,Tier3_City,3,4,2,2,4,4,3,31.94,Healthcare,4,4,2,2,0,2,4,3,5,1,0,0,3,3,56.63
Music,Advertising Manager,3.786483501689104,7,2,4,1,4,0,2,0,0,3,1,1,3,0,Arts,Bachelors,36-40,6,0,0,Office,Tier3_City,5,3,0,1,1,3,1,35.53,Tech,3,2,4,4,2,0,3,2,3,4,0,0,2,5,44.52
Education,Sound Engineer,2.8512034805864164,3,2,0,1,9,1,3,1,4,3,4,0,1,1,Arts,Bachelors,36-40,5,0,0,Hybrid,Tier1_City,3,4,3,3,1,0,1,7.43,Education,3,1,4,4,0,4,4,5,5,1,0,0,2,1,55.87
Art,Doctor,3.3429190267164315,8,0,4,1,2,0,2,0,4,0,0,3,4,0,Arts,Bachelors,31-35,5,1,20,Hybrid,Tier1_City,2,5,5,4,4,2,5,38.86,Finance,2,1,2,2,5,4,3,3,1,1,1,0,4,2,36.41
Finance,Electrical Engineer,4.049373510458565,7,0,0,1,8,0,2,3,1,0,3,3,0,0,Commerce,Masters,25-30,5,0,0,Hybrid,Tier3_City,5,3,5,1,0,0,5,12.5,Healthcare,4,1,2,4,3,4,2,5,3,3,0,0,3,2,49.4
Business,Zoologist,4.935798893080337,8,2,3,1,1,1,2,3,1,3,1,2,2,1,Commerce,Bachelors,36-40,7,1,11,Remote,Tier1_City,3,4,3,2,2,4,2,42.5,Finance,1,3,2,5,5,4,2,5,5,2,0,0,3,3,55.81
Physics,Biochemist,3.7799347986973815,2,0,2,0,0,0,3,4,3,0,2,4,0,1,Science,Masters,25-30,4,0,0,Office,Any,3,2,3,3,2,5,5,48.19,Manufacturing,3,2,4,5,0,3,1,3,1,5,1,0,2,5,59.42
Art,Lawyer,3.898200490122632,7,2,2,0,4,0,4,1,0,1,3,1,1,0,Arts,Bachelors,25-30,14,1,42,Flexible,Any,1,1,2,2,1,3,5,12.98,Other,5,3,5,2,3,4,1,5,3,4,0,0,2,2,57.9
Biology,Dentist,4.5386454362120245,3,1,3,1,2,0,2,0,0,0,2,2,0,0,Science,Bachelors,18-24,9,1,24,Remote,Tier2_City,3,3,0,2,1,0,2,6.67,Other,5,2,3,5,3,4,3,1,3,3,0,1,5,4,50.11
Medicine,Entrepreneur,3.955668205807216,8,2,0,1,6,0,0,3,0,1,4,3,0,0,Science,Bachelors,36-40,6,0,0,Flexible,Tier1_City,3,2,5,3,4,5,4,25.74,Healthcare,1,5,5,3,5,3,5,1,1,3,1,1,4,2,48.13
Art,Special Education Teacher,4.031630636761664,8,0,3,1,6,0,4,3,4,0,2,2,3,0,Arts,Masters,18-24,2,0,0,Remote,Tier2_City,1,1,5,2,3,4,4,40.2,Healthcare,1,4,1,5,4,2,1,5,3,4,0,0,1,5,60.01
Biology,Investment Banker,3.054666635101816,1,0,1,1,6,1,0,2,3,3,4,4,3,0,Science,Bachelors,18-24,8,0,0,Office,Tier3_City,5,5,5,3,0,4,2,39.22,Other,4,3,2,1,1,1,4,2,1,2,0,1,1,2,52.09
Architecture,Forensic Psychologist,3.4553384127880897,5,0,3,1,9,1,4,2,4,1,3,1,2,0,Interdisciplinary,Masters,25-30,9,1,44,Flexible,Tier3_City,1,2,0,1,5,4,2,35.75,Education,1,5,5,2,3,4,2,4,1,5,1,0,5,5,69.44
Psychology,Inorganic Chemist,3.1107039902242555,9,1,2,0,3,0,2,4,0,4,2,0,3,1,Arts,Masters,31-35,2,1,23,Remote,Tier1_City,4,5,4,3,3,5,4,41.57,Other,1,1,3,2,3,1,1,3,3,3,0,1,1,1,45.51
Marketing,Brand Manager,4.241486378420352,7,2,0,0,5,1,3,4,4,4,0,2,0,1,Commerce,Masters,31-35,13,0,0,Hybrid,Tier3_City,4,5,1,3,3,2,4,11.22,Other,1,5,5,4,2,5,1,2,3,1,1,0,3,2,64.3
Psychology,Manager,4.922362672162327,9,1,1,0,1,0,0,1,0,3,3,0,3,1,Arts,Bachelors,18-24,13,0,0,Hybrid,Tier2_City,2,2,2,4,1,1,4,33.64,Education,3,4,1,4,0,0,1,4,4,2,1,0,2,2,47.79
Engineering,Financial Advisor,3.6366631308976376,9,1,3,1,7,0,0,0,0,2,0,1,3,0,Science,High School,18-24,5,0,0,Hybrid,Tier1_City,3,2,5,3,1,0,4,31.47,Finance,4,4,1,4,1,1,4,3,4,5,1,0,1,3,39.02
Finance,Counselor,3.7214700734803015,0,2,4,1,9,1,1,3,4,3,0,0,2,1,Commerce,Masters,31-35,2,0,0,Office,Tier1_City,4,3,4,3,1,1,3,10.21,Education,1,4,5,1,1,0,4,4,2,4,1,0,2,5,46.21
Biology,Market Research Analyst,4.346917236961016,2,1,1,0,5,1,2,4,3,0,3,1,3,1,Science,High School,40+,0,1,17,Office,Tier2_City,5,5,4,1,3,4,2,22.48,Tech,1,5,3,5,5,1,1,3,2,3,1,0,4,1,44.02
Education,Biologist,2.819545374409445,7,0,2,1,1,1,2,2,0,4,4,3,2,1,Arts,Masters,36-40,0,0,0,Flexible,Tier1_City,5,2,5,4,0,1,1,43.07,Healthcare,5,1,5,2,4,4,5,1,1,5,0,1,5,1,49.47
Physics,Acoustics Specialist,3.1222413093351955,6,0,4,1,2,1,0,2,2,3,0,0,0,0,Science,Bachelors,25-30,2,1,11,Remote,Tier1_City,4,5,4,5,1,5,3,48.67,Other,3,3,2,5,3,5,5,2,3,3,0,1,2,3,40.26
Finance,Landscape Architect,2.937337403191888,0,2,2,1,0,1,0,0,4,4,0,2,2,1,Commerce,PhD,36-40,3,1,31,Hybrid,Tier1_City,1,4,2,1,2,4,1,34.28,Manufacturing,1,1,3,4,3,1,4,4,1,5,0,1,3,5,50.71
Education,Financial Advisor,2.575535487313698,7,2,0,1,2,1,3,3,4,4,2,0,4,0,Arts,Masters,25-30,13,1,21,Hybrid,Any,2,4,1,1,0,4,1,46.33,Healthcare,3,2,4,2,2,2,4,1,4,1,1,1,3,3,60.21
Psychology,Physician Assistant,3.828403034043177,0,0,3,0,2,1,0,1,2,0,1,3,0,0,Arts,PhD,25-30,1,0,0,Flexible,Tier1_City,1,4,3,5,2,3,5,9.21,Other,4,2,3,4,1,5,2,2,2,5,0,0,4,3,45.14
Law,Forensic Psychologist,2.9920622200850726,7,0,2,1,3,1,3,4,3,3,0,3,3,1,Arts,Bachelors,25-30,8,0,0,Remote,Tier1_City,2,5,1,3,0,3,2,48.83,Finance,4,3,5,1,0,1,5,5,1,1,1,1,2,5,48.19
Education,Curriculum Developer,2.511824599838946,7,0,1,1,5,1,3,3,2,4,1,1,2,0,Arts,Masters,25-30,14,0,0,Flexible,Tier1_City,4,5,1,2,1,5,3,4.57,Other,2,4,5,2,4,0,1,2,3,4,1,0,5,3,64.14
Chemistry,Inorganic Chemist,4.344523675895847,0,1,3,1,9,0,1,4,4,0,2,3,1,1,Science,Bachelors,31-35,10,1,29,Hybrid,Tier3_City,1,2,5,4,5,5,2,27.78,Education,5,3,4,4,4,2,3,2,2,2,1,0,5,2,61.96
Physics,AI Researcher,3.906185315577471,0,0,2,0,7,0,2,1,4,3,1,0,3,0,Science,Bachelors,25-30,7,0,0,Hybrid,Tier3_City,4,2,5,2,4,1,4,16.68,Healthcare,2,5,1,4,4,5,2,1,1,5,0,1,5,5,53.27
Art,Financial Advisor,3.02601054797408,0,1,3,1,9,0,1,1,4,4,0,3,3,0,Arts,Masters,25-30,11,0,0,Hybrid,Tier3_City,2,3,0,5,1,0,2,41.25,Education,3,4,5,4,4,1,2,1,2,3,0,0,3,4,59.97
Marketing,Psychologist,3.739594567061112,3,2,0,1,7,0,2,0,4,0,1,0,4,0,Commerce,Masters,25-30,12,1,12,Flexible,Tier2_City,5,3,4,1,3,1,1,13.22,Other,5,3,1,1,5,0,1,4,3,4,1,1,3,5,58.36
Medicine,Cybersecurity Analyst,3.2578855322889435,5,0,4,0,1,1,1,3,1,2,2,0,4,0,Science,PhD,18-24,2,0,0,Hybrid,Tier2_City,1,3,4,1,5,5,4,3.54,Finance,1,3,1,5,1,5,1,4,2,5,1,0,4,1,52.34
Psychology,Psychologist,4.455116252560357,5,1,3,0,7,1,1,1,1,1,2,2,2,1,Arts,Masters,25-30,6,0,0,Office,Tier2_City,4,1,3,4,3,0,2,22.49,Education,5,5,2,5,3,0,4,5,1,4,0,1,3,2,49.08
Law,Industrial-Organizational Psychologist,4.669420949814125,2,2,4,0,1,0,3,4,2,3,0,0,1,1,Arts,Bachelors,18-24,3,0,0,Hybrid,Tier2_City,2,4,0,1,0,1,2,6.01,Manufacturing,5,5,1,5,1,4,5,1,1,4,0,0,1,2,41.57
Biology,Accountant,3.973450244397176,7,2,1,1,4,1,4,4,2,0,2,1,1,0,Science,Bachelors,18-24,4,0,0,Hybrid,Tier1_City,5,5,3,1,3,2,1,16.63,Other,4,1,3,1,5,0,4,1,2,4,1,0,1,4,50.59
Psychology,Architect,4.2010404491063404,2,1,0,0,5,0,4,1,2,3,2,4,1,1,Arts,Masters,31-35,3,0,0,Remote,Tier2_City,1,4,5,4,5,2,4,33.26,Finance,2,2,1,5,0,5,5,2,3,4,1,0,5,2,60.41
Medicine,Digital Marketing Specialist,2.7115201207416098,5,1,0,0,5,1,4,0,0,1,0,0,0,0,Science,Bachelors,31-35,8,0,0,Office,Tier1_City,2,5,2,4,5,0,1,16.85,Healthcare,4,3,2,5,4,2,5,2,1,3,1,0,4,2,48.09
Education,Graphic Designer,2.914495061131026,2,0,0,1,4,0,2,1,2,4,2,2,4,0,Arts,Bachelors,31-35,10,1,34,Remote,Any,1,1,0,5,1,3,2,14.55,Healthcare,4,1,5,1,5,3,3,5,5,1,1,0,5,2,57.26
Finance,Architectural Technologist,2.6203398850953947,6,2,4,0,1,0,1,2,0,1,3,2,3,1,Commerce,Bachelors,25-30,6,1,20,Office,Tier2_City,1,5,4,1,2,0,3,10.31,Manufacturing,2,4,5,2,1,0,2,2,2,1,1,0,5,4,36.76
Engineering,Aerospace Engineer,4.703496262432697,3,1,3,1,8,0,1,0,0,3,4,0,3,1,Science,Bachelors,36-40,12,0,0,Hybrid,Tier2_City,3,3,3,1,1,1,3,9.35,Tech,4,4,4,4,0,2,3,2,4,3,1,0,3,4,55.49
Business,Data Scientist,4.5429084587669,3,2,3,0,6,1,3,3,4,1,0,3,2,0,Commerce,Bachelors,36-40,3,1,44,Hybrid,Tier2_City,4,4,0,5,0,4,5,27.72,Education,5,2,1,4,2,5,1,4,1,4,1,0,1,4,44.08
Art,Acoustics Specialist,4.393702677107023,0,0,2,1,7,1,1,0,2,1,1,2,0,1,Arts,Bachelors,36-40,12,0,0,Hybrid,Tier3_City,3,4,0,3,3,2,3,35.03,Other,3,4,3,1,4,3,3,5,4,3,0,1,4,2,52.12
Engineering,Construction Manager,3.346532197023659,0,0,2,0,7,0,3,1,4,0,1,2,3,0,Science,High School,31-35,7,0,0,Hybrid,Tier2_City,1,4,1,3,2,4,4,24.28,Healthcare,1,2,4,5,5,1,3,4,4,4,1,0,1,5,55.51
Music,Doctor,4.923891806825883,8,2,3,1,5,0,1,2,1,0,1,1,3,1,Arts,High School,25-30,1,1,51,Office,Tier2_City,2,1,0,3,4,2,5,8.81,Other,1,4,4,3,3,0,2,5,3,4,1,1,3,5,37.78
Education,Inorganic Chemist,2.5958210775896524,6,0,3,1,1,1,3,0,1,1,2,1,1,0,Arts,PhD,40+,6,0,0,Office,Tier1_City,4,4,0,5,5,1,4,33.44,Manufacturing,4,4,2,5,3,4,3,4,3,2,0,0,3,1,56.24
Art,Biomedical Engineer,3.972482298087181,4,0,4,0,3,1,0,0,1,0,0,3,3,1,Arts,Bachelors,25-30,10,0,0,Remote,Tier1_City,2,2,4,1,2,2,3,29.18,Education,2,3,5,3,3,1,2,4,3,1,1,0,2,5,42.42
Music,Quantum Physicist,2.941775388956743,1,0,2,0,4,1,3,0,2,4,1,2,2,1,Arts,Bachelors,18-24,0,0,0,Flexible,Tier1_City,2,3,2,5,2,0,3,20.92,Finance,5,5,1,4,0,4,2,5,2,3,0,1,3,3,41.4
Computer Science,Paralegal,2.7312210785490447,6,1,1,1,0,0,3,4,4,0,3,4,2,0,Science,Masters,25-30,7,0,0,Hybrid,Tier1_City,5,3,3,5,1,4,2,18.51,Other,4,3,1,1,1,2,2,2,4,5,0,1,3,5,71.3
Medicine,Marketing Manager,4.872507111730055,4,0,2,0,7,0,2,1,2,3,0,4,0,0,Science,Bachelors,18-24,12,0,0,Flexible,Any,1,5,2,3,4,5,4,11.61,Manufacturing,5,1,5,5,4,2,2,3,1,4,0,1,1,4,58.18
Chemistry,Inorganic Chemist,3.904989671144024,0,1,4,1,9,0,3,4,3,2,2,1,2,0,Science,PhD,40+,13,1,16,Remote,Tier3_City,2,1,0,2,5,4,1,9.88,Finance,5,5,2,1,4,5,3,1,4,5,0,0,4,3,78.73
Psychology,Sound Engineer,3.333010186112458,8,0,2,0,1,1,1,2,3,1,4,3,3,1,Arts,Masters,25-30,11,0,0,Remote,Tier1_City,1,5,4,1,0,1,2,18.92,Finance,1,3,2,5,5,3,4,5,5,2,0,0,1,2,65.53
Law,Physician Assistant,3.98029655703041,7,0,2,1,3,0,0,3,4,2,1,4,3,1,Arts,Bachelors,25-30,13,1,56,Hybrid,Tier1_City,3,5,4,3,0,5,4,4.96,Finance,3,5,2,5,4,4,4,3,4,1,0,0,1,4,55.21
Music,AI Researcher,4.764128518247135,8,2,2,0,1,1,2,1,1,3,0,3,0,0,Arts,Bachelors,31-35,12,0,0,Hybrid,Tier2_City,3,3,4,2,2,4,5,23.52,Education,3,5,3,5,4,2,1,4,4,4,1,0,2,5,58.51
Marketing,Education Administrator,3.761972557199229,2,2,2,1,7,1,1,3,4,4,3,3,0,1,Commerce,Masters,25-30,14,0,0,Flexible,Tier2_City,2,2,4,2,2,1,4,31.27,Tech,2,5,1,3,2,5,2,2,2,5,1,0,1,2,70.77
Marketing,Art Director,3.906473423032039,8,0,1,0,4,1,0,1,1,0,2,1,2,0,Commerce,PhD,18-24,5,0,0,Remote,Tier3_City,1,1,1,4,3,3,5,47.26,Other,3,4,2,1,5,4,4,4,1,2,0,0,4,1,40.94
Psychology,Artist,3.947110394847004,3,2,3,1,1,1,1,0,1,4,3,3,1,0,Arts,Bachelors,31-35,11,0,0,Remote,Tier2_City,5,1,0,1,4,0,5,32.41,Finance,4,5,2,4,4,2,1,5,5,1,0,1,4,4,60.29
Finance,Credit Analyst,3.307863300731173,6,2,3,0,3,0,4,4,4,1,2,0,0,0,Commerce,Masters,31-35,4,1,29,Remote,Any,4,1,1,2,5,2,3,32.33,Healthcare,1,4,5,2,2,4,3,3,2,5,0,1,2,3,59.29
Computer Science,Biochemist,4.1291711093271815,9,0,3,1,2,0,4,4,1,2,2,0,1,1,Science,Bachelors,25-30,8,0,0,Remote,Tier1_City,3,2,1,3,2,2,1,20.6,Education,1,5,4,3,1,5,1,4,5,3,1,0,1,4,57.42
Architecture,Data Scientist,3.634676809733045,0,1,1,0,3,1,2,0,4,2,1,2,2,0,Interdisciplinary,PhD,31-35,8,0,0,Hybrid,Tier1_City,3,1,0,4,3,2,4,9.27,Education,5,4,4,4,3,3,4,2,4,4,0,1,3,3,66.78
Engineering,Manager,4.940370216268419,8,0,0,0,9,0,2,1,0,1,4,3,1,0,Science,Bachelors,18-24,2,0,0,Hybrid,Any,5,4,4,1,4,3,1,24.01,Finance,4,5,4,1,2,1,1,5,1,2,0,0,3,3,35.1
Education,Acoustics Specialist,2.631316312430138,8,2,4,1,1,1,0,0,1,2,0,4,2,0,Arts,PhD,18-24,8,0,0,Hybrid,Tier1_City,2,2,3,5,5,0,5,31.14,Healthcare,4,1,1,2,3,0,1,5,4,5,1,0,3,1,61.87
Law,Financial Analyst,3.690502195580098,9,0,0,1,0,0,3,1,0,4,3,0,3,1,Arts,Masters,18-24,12,0,0,Remote,Tier1_City,3,5,4,3,0,4,3,37.03,Manufacturing,5,3,3,2,3,2,1,4,2,3,0,1,4,3,55.18
Art,Legal Consultant,4.377193899771748,4,1,3,1,5,0,3,0,2,2,4,3,2,1,Arts,Masters,25-30,14,0,0,Remote,Tier1_City,3,4,4,2,3,4,1,41.83,Education,5,5,1,1,0,5,4,2,1,5,0,1,3,2,61.7
Law,Landscape Architect,3.103720907206285,2,0,1,0,6,1,4,3,1,2,4,2,4,1,Arts,Bachelors,36-40,12,0,0,Remote,Tier2_City,4,5,1,2,4,0,2,15.03,Finance,1,1,5,3,2,5,2,5,5,2,0,1,4,3,69.92
Engineering,Conductor,2.8561172938412422,1,2,2,1,3,0,4,3,1,0,1,1,0,1,Science,Bachelors,36-40,8,0,0,Office,Tier1_City,5,1,2,3,3,5,5,14.34,Other,4,3,2,5,4,5,3,5,1,4,0,0,5,3,52.95
Chemistry,Web Developer,4.740955246370017,1,1,0,0,9,0,4,3,1,2,1,3,1,0,Science,Bachelors,25-30,1,1,41,Office,Any,5,2,4,2,2,0,2,29.57,Finance,3,2,1,5,5,5,2,4,1,1,1,0,2,3,43.0
Art,School Counselor,3.1359795067346226,8,0,0,1,7,0,4,3,0,3,3,1,2,1,Arts,Bachelors,25-30,4,0,0,Office,Any,1,4,0,4,1,2,1,29.6,Other,3,5,4,5,0,5,5,3,2,1,0,1,5,4,43.17
Psychology,Legal Secretary,4.1915466305326845,7,1,4,1,4,1,0,0,2,4,1,3,2,0,Arts,Bachelors,31-35,10,1,36,Flexible,Tier3_City,5,2,0,1,0,4,1,13.24,Other,1,2,3,4,4,4,2,1,2,1,1,1,1,3,47.79
Medicine,AI Researcher,4.086679952485604,0,1,2,0,9,1,1,1,4,2,4,2,2,1,Science,Masters,18-24,1,0,0,Flexible,Tier1_City,4,2,0,4,2,0,1,30.61,Tech,3,3,5,1,5,2,3,2,4,2,1,0,3,4,47.54
Music,Interior Designer,3.1325254494595605,6,0,0,0,4,1,2,4,3,4,2,1,1,1,Arts,Bachelors,18-24,0,0,0,Hybrid,Any,5,2,1,2,2,4,4,19.26,Tech,3,3,2,3,3,2,1,5,1,1,1,0,4,4,39.53
Business,Principal,3.374038566533702,7,0,3,1,3,0,4,4,4,0,0,1,4,1,Commerce,Bachelors,40+,6,0,0,Hybrid,Tier3_City,1,5,3,5,4,0,5,33.05,Manufacturing,4,5,3,1,0,0,2,5,1,4,1,0,4,5,48.71
Art,Human Resources Specialist,4.3333299513450445,1,2,1,0,8,0,0,4,4,2,0,0,0,1,Arts,PhD,31-35,3,0,0,Flexible,Tier1_City,4,2,3,1,3,1,5,16.68,Manufacturing,4,1,1,2,4,3,4,5,3,2,0,1,4,1,46.57
Education,Chemical Engineer,4.674670755735481,5,1,1,0,3,1,0,0,3,2,0,3,2,1,Arts,Masters,40+,4,0,0,Hybrid,Tier1_City,3,1,3,1,0,2,5,30.84,Other,2,5,1,4,4,0,5,3,4,5,1,0,2,1,49.41
Computer Science,Architectural Technologist,4.14589555519949,2,2,4,0,8,1,3,0,4,2,1,3,4,0,Science,PhD,25-30,3,0,0,Remote,Tier2_City,2,4,4,3,2,0,4,39.11,Manufacturing,4,1,3,3,1,1,1,1,3,5,1,1,1,1,61.76
Chemistry,Chemical Engineer,4.375324628043055,9,2,0,0,7,1,0,1,0,0,2,1,3,0,Science,PhD,31-35,5,0,0,Hybrid,Tier3_City,3,3,4,3,4,3,1,49.07,Manufacturing,2,5,3,2,0,1,1,4,2,2,1,1,2,3,44.28
Law,Human Resources Specialist,4.9231639135717735,7,0,1,0,7,0,3,0,3,2,0,1,2,1,Arts,Bachelors,18-24,10,1,19,Flexible,Tier1_City,1,2,2,5,0,0,1,45.82,Finance,4,1,2,5,0,1,1,2,5,4,0,0,3,5,57.33
Business,Microbiologist,4.3487024749315975,2,0,0,0,2,0,4,0,0,1,4,3,1,0,Commerce,Bachelors,25-30,1,1,25,Office,Tier2_City,4,4,2,1,3,1,2,26.67,Finance,5,4,4,5,3,1,2,3,4,2,0,1,5,5,45.12
Physics,Web Developer,3.59153889562661,6,2,4,1,7,0,1,2,0,2,2,1,3,1,Science,Masters,25-30,7,1,59,Remote,Any,3,5,2,5,2,3,4,25.95,Finance,4,1,3,5,5,1,4,5,1,2,0,0,2,1,48.68
Education,Accountant,2.6938021897043747,5,2,4,0,4,0,3,3,2,1,0,0,1,1,Arts,Masters,25-30,3,0,0,Flexible,Tier1_City,1,5,1,3,5,3,3,23.57,Healthcare,2,1,2,1,3,4,3,1,3,5,0,0,2,1,52.41
